1606391986715	566581.227	5932831.535	19.600
1606391987235	566581.839	5932831.702	19.600
1606391987695	566582.460	5932831.831	19.600
1606391988265	566583.071	5932832.005	19.600
1606391988745	566583.690	5932832.144	19.600
1606391989345	566584.300	5932832.319	19.600
1606391989795	566584.920	5932832.451	19.600
1606391990345	566585.529	5932832.628	19.600
1606391990825	566586.148	5932832.769	19.600
1606391991405	566586.763	5932832.928	19.600
1606391991845	566587.389	5932833.030	19.600
1606391992395	566588.000	5932833.200	19.600
1606391992865	566588.644	5932833.361	19.600
1606391993405	566589.269	5932833.587	19.600
1606391993955	566589.903	5932833.785	19.600
1606391994475	566590.529	5932834.007	19.600
1606391994905	566591.167	5932834.194	19.600
1606391995475	566591.789	5932834.426	19.600
1606391995985	566592.427	5932834.610	19.600
1606391996515	566593.049	5932834.842	19.600
1606391996975	566593.685	5932835.035	19.600
1606391997575	566594.299	5932835.290	19.600
1606391998055	566594.917	5932835.532	19.600
1606391998675	566595.350	5932836.036	19.600
1606391999205	566595.438	5932836.694	19.600
1606391999775	566595.077	5932837.252	19.600
1606392000415	566594.474	5932837.531	19.600
1606392000915	566593.813	5932837.593	19.600
1606392001455	566593.152	5932837.656	19.600
1606392001995	566592.488	5932837.678	19.600
1606392002605	566591.827	5932837.740	19.600
1606392003085	566591.162	5932837.737	19.600
1606392003565	566590.500	5932837.791	19.600
1606392004135	566589.836	5932837.808	19.600
1606392004625	566589.175	5932837.869	19.600
1606392005165	566588.512	5932837.908	19.600
1606392005675	566587.853	5932837.994	19.600
1606392006205	566587.190	5932838.023	19.600
1606392006695	566586.528	5932838.081	19.600
1606392007215	566585.866	5932838.134	19.600
1606392007675	566585.208	5932838.226	19.600
1606392008245	566584.546	5932838.282	19.600
1606392008725	566583.888	5932838.374	19.600
1606392009285	566583.226	5932838.428	19.600
1606392009735	566582.568	5932838.519	19.600
1606392010285	566581.905	5932838.558	19.600
1606392010775	566581.245	5932838.629	19.600
1606392011285	566580.582	5932838.667	19.600
1606392011775	566579.919	5932838.713	19.600
1606392012275	566579.255	5932838.708	19.600
1606392012795	566578.591	5932838.737	19.600
1606392013385	566577.927	5932838.718	19.600
1606392013905	566577.265	5932838.672	19.600
1606392014465	566576.664	5932838.389	19.600
1606392014945	566576.120	5932838.008	19.600
1606392015495	566575.687	5932837.504	19.600
1606392016035	566575.229	5932837.022	19.600
1606392016585	566574.810	5932836.507	19.600
1606392017105	566574.365	5932836.014	19.600
1606392017585	566573.957	5932835.490	19.600
1606392018125	566573.511	5932834.998	19.600
1606392018655	566573.095	5932834.480	19.600
1606392019115	566572.659	5932833.979	19.600
1606392019695	566572.238	5932833.465	19.600
1606392020235	566571.792	5932832.973	19.600
1606392020725	566571.374	5932832.457	19.600
1606392021265	566570.943	5932831.951	19.600
1606392021825	566570.555	5932831.412	19.600
1606392022285	566570.126	5932830.905	19.600
1606392022905	566569.741	5932830.364	19.600
1606392023465	566569.446	5932829.769	19.600
1606392024015	566569.572	5932829.117	19.600
1606392024505	566569.887	5932828.532	19.600
1606392025095	566570.469	5932828.211	19.600
1606392025555	566571.107	5932828.027	19.600
1606392026135	566571.763	5932828.133	19.600
1606392026725	566572.408	5932828.290	19.600
1606392027215	566573.036	5932828.508	19.600
1606392027775	566573.677	5932828.681	19.600
1606392028355	566574.302	5932828.906	19.600
1606392028865	566574.934	5932829.110	19.600
1606392029385	566575.555	5932829.345	19.600
1606392029925	566576.184	5932829.558	19.600
1606392030515	566576.802	5932829.803	19.600
1606392030985	566577.440	5932829.988	19.600
1606392031655	566578.057	5932830.233	19.600
1606392032335	566578.700	5932830.400	19.600
