1.606391913755000000e+12,5.665740821222800296e+05,5.932834616529991850e+06,2.420540085707263245e+01
1.606391915015000000e+12,5.665791021786450874e+05,5.932833372824889608e+06,1.464380539219042276e+01
1.606391916215000000e+12,5.665803186873332597e+05,5.932830550911948085e+06,2.287446638602324356e+01
1.606391916755000000e+12,5.665718234927512240e+05,5.932830978725392371e+06,1.766780865605599260e+01
1.606391917905000000e+12,5.665764766595979454e+05,5.932833512499826960e+06,1.652542142069374620e+01
1.606391919025000000e+12,5.665663388571945252e+05,5.932828975073391572e+06,1.919898203320892094e+01
1.606391920155000000e+12,5.665672979669206543e+05,5.932830645893883891e+06,1.655946398274390319e+01
1.606391920765000000e+12,5.665687475273759337e+05,5.932830004156942479e+06,2.344647390075378723e+01
1.606391921895000000e+12,5.665693935860635247e+05,5.932831211219435558e+06,2.248767255234472628e+01
1.606391922995000000e+12,5.665650217603156343e+05,5.932830468383682892e+06,2.398105708747415932e+01
1.606391924085000000e+12,5.665699926516568521e+05,5.932830092229577713e+06,2.259323403926033436e+01
1.606391925185000000e+12,5.665653971225370187e+05,5.932828792252575047e+06,2.179317280548686142e+01
1.606391926305000000e+12,5.665676658971511060e+05,5.932830565271788277e+06,1.894301915390918367e+01
1.606391926845000000e+12,5.665625218123276718e+05,5.932827310476592742e+06,1.856642832551278488e+01
1.606391927965000000e+12,5.665627488698667148e+05,5.932828872479248792e+06,1.940850672038402891e+01
1.606391929065000000e+12,5.665580049571814016e+05,5.932828772316002287e+06,1.518406099372039186e+01
1.606391930125000000e+12,5.665564450665612239e+05,5.932827132726778276e+06,2.365082586290592204e+01
1.606391931175000000e+12,5.665614525104869390e+05,5.932826408344454132e+06,2.374050382370047174e+01
1.606391932245000000e+12,5.665502507357352879e+05,5.932824476412530988e+06,2.142545895289080704e+01
1.606391932815000000e+12,5.665546952147795819e+05,5.932824129359269515e+06,2.456808145024199064e+01
1.606391933915000000e+12,5.665579255119051086e+05,5.932826326087019406e+06,2.191177020708007461e+01
1.606391934945000000e+12,5.665537077949525556e+05,5.932827099246867001e+06,2.102056359330238422e+01
1.606391935995000000e+12,5.665479482708345167e+05,5.932824149174772203e+06,2.400488118705098373e+01
1.606391937055000000e+12,5.665541275741240242e+05,5.932825188067366369e+06,1.670384439862379011e+01
1.606391938135000000e+12,5.665528266730754403e+05,5.932825166559720412e+06,1.480092024176371623e+01
1.606391939185000000e+12,5.665488335315989098e+05,5.932823061857160181e+06,1.794791792976983302e+01
1.606391940285000000e+12,5.665482886391954962e+05,5.932824002573765814e+06,2.134474549266445820e+01
1.606391940855000000e+12,5.665408645754018798e+05,5.932820684873040766e+06,2.243788765346236858e+01
1.606391941945000000e+12,5.665445581480317051e+05,5.932824251285861246e+06,1.760159200966128878e+01
1.606391943115000000e+12,5.665400007994252956e+05,5.932822211095292121e+06,2.242020509185601895e+01
1.606391944235000000e+12,5.665434338198134210e+05,5.932825289751553908e+06,2.192122056321139212e+01
1.606391944895000000e+12,5.665427887596520595e+05,5.932821533513445407e+06,2.113990469520627968e+01
1.606391945995000000e+12,5.665394008403281914e+05,5.932822317235616036e+06,1.555689496557006990e+01
1.606391947105000000e+12,5.665439268955136649e+05,5.932824935871783644e+06,2.347362047696001497e+01
1.606391948285000000e+12,5.665479037560571451e+05,5.932826480071429163e+06,2.328254046826614854e+01
1.606391948785000000e+12,5.665405547668240033e+05,5.932823497665736824e+06,2.307933071575220652e+01
1.606391949965000000e+12,5.665444009880716912e+05,5.932824161252280697e+06,1.620480096333543329e+01
1.606391951045000000e+12,5.665446647968724137e+05,5.932827973879309371e+06,1.824917059004805964e+01
1.606391952185000000e+12,5.665512857601179276e+05,5.932828536117142066e+06,2.089526651425029868e+01
1.606391952755000000e+12,5.665513006162699312e+05,5.932828288130874746e+06,1.768255435075205639e+01
1.606391953845000000e+12,5.665449302417150466e+05,5.932825369688115083e+06,2.144449284012794976e+01
1.606391954925000000e+12,5.665534621482968796e+05,5.932828649824067950e+06,1.977697358129774585e+01
1.606391956035000000e+12,5.665478002242458751e+05,5.932826824116597883e+06,2.334149847116696819e+01
1.606391957075000000e+12,5.665539498907015659e+05,5.932829237409323454e+06,1.810210080861081394e+01
1.606391958175000000e+12,5.665512612186915940e+05,5.932827014906596392e+06,1.907047107900631744e+01
1.606391959255000000e+12,5.665619167095966404e+05,5.932832082658702508e+06,2.342072288486308906e+01
1.606391960325000000e+12,5.665525563899796689e+05,5.932827994040013291e+06,1.604752855405459400e+01
1.606391960825000000e+12,5.665625231161294505e+05,5.932830377730756998e+06,2.229505159082806642e+01
1.606391961875000000e+12,5.665579505307744257e+05,5.932829107390405610e+06,1.626608454407854509e+01
1.606391962925000000e+12,5.665581118757359218e+05,5.932831543584847823e+06,1.954899700185697498e+01
1.606391963965000000e+12,5.665674150932841003e+05,5.932832544345054775e+06,2.234732962690954139e+01
1.606391965045000000e+12,5.665626329888257897e+05,5.932830713955785148e+06,2.006824364153346707e+01
1.606391966075000000e+12,5.665603533510053530e+05,5.932829569467405789e+06,2.356951898878652685e+01
1.606391967175000000e+12,5.665664243011168437e+05,5.932831333820014261e+06,2.112737459563971498e+01
1.606391968245000000e+12,5.665690145219279220e+05,5.932833091435571201e+06,1.742545491795614510e+01
1.606391968765000000e+12,5.665644783069372643e+05,5.932832225495172665e+06,2.253702222119290965e+01
1.606391969795000000e+12,5.665733175672098296e+05,5.932835173693715595e+06,2.284167446974955595e+01
1.606391970945000000e+12,5.665706769648722839e+05,5.932834121155833825e+06,1.609725302971360605e+01
1.606391971975000000e+12,5.665747241807604441e+05,5.932832145188228227e+06,1.627276938962297237e+01
1.606391973085000000e+12,5.665717499745503301e+05,5.932834591867743060e+06,1.526644909619234625e+01
1.606391974225000000e+12,5.665736165805796627e+05,5.932831754329049960e+06,2.344681088030515426e+01
1.606391975305000000e+12,5.665730591144007631e+05,5.932834499291920103e+06,1.924792753113971600e+01
1.606391975845000000e+12,5.665679399630823173e+05,5.932832433915844187e+06,2.164238468705873686e+01
1.606391976995000000e+12,5.665665733881744090e+05,5.932830016767076217e+06,1.851474912408000151e+01
1.606391978055000000e+12,5.665679321587566519e+05,5.932831957403220236e+06,2.252104290432029288e+01
1.606391979235000000e+12,5.665701301007539732e+05,5.932832497631598264e+06,2.345861654358672155e+01
1.606391979845000000e+12,5.665749051727353362e+05,5.932833911880976520e+06,1.997263745818431602e+01
1.606391980905000000e+12,5.665714163458938710e+05,5.932830340972445905e+06,2.271450949082592530e+01
1.606391981975000000e+12,5.665740471693009604e+05,5.932831544594139792e+06,1.551951971360791127e+01
1.606391983035000000e+12,5.665791490268134512e+05,5.932834078898090869e+06,1.602727323728639064e+01
1.606391984115000000e+12,5.665735977263525128e+05,5.932830446312864311e+06,1.858147809949979745e+01
1.606391985145000000e+12,5.665778046454745345e+05,5.932832943642077968e+06,1.644586594307414984e+01
1.606391986185000000e+12,5.665827525845288765e+05,5.932834071396920830e+06,1.835932177355412875e+01
1.606391987235000000e+12,5.665782884241207503e+05,5.932833595038758591e+06,2.415145507953022275e+01
1.606391988265000000e+12,5.665786464581502369e+05,5.932833118808974512e+06,2.027160591260297551e+01
1.606391989345000000e+12,5.665882337978882715e+05,5.932836826349689625e+06,1.498005898074690379e+01
1.606391989795000000e+12,5.665881288147742162e+05,5.932836019268520176e+06,2.106215313633511954e+01
1.606391990825000000e+12,5.665853172105728881e+05,5.932835345756775700e+06,1.882897412471567122e+01
1.606391991845000000e+12,5.665807652032588376e+05,5.932833934537241235e+06,1.796429026221368019e+01
1.606391992865000000e+12,5.665896048458819278e+05,5.932834259153055958e+06,2.093640709001456557e+01
1.606391993955000000e+12,5.665873632461008383e+05,5.932835171174244024e+06,1.635626780190799323e+01
1.606391994905000000e+12,5.665921198145932285e+05,5.932835573056635447e+06,2.030426566349137119e+01
1.606391995985000000e+12,5.665945814898210810e+05,5.932836698251542635e+06,2.156478317130068234e+01
1.606391996975000000e+12,5.665912931803062093e+05,5.932836483980603516e+06,1.673070221490834086e+01
1.606391998055000000e+12,5.665943375961087877e+05,5.932835905061673373e+06,2.194774842139869264e+01
1.606391999205000000e+12,5.665927240057457238e+05,5.932836858185207471e+06,1.460969829518908369e+01
1.606391999775000000e+12,5.665893591193768661e+05,5.932837705495095812e+06,2.257991929123188513e+01
1.606392000915000000e+12,5.665939107519262470e+05,5.932838617098541930e+06,2.353257551571372730e+01
1.606392001995000000e+12,5.665881856363234110e+05,5.932837296025365591e+06,1.841993518530739493e+01
1.606392003085000000e+12,5.665911363050595392e+05,5.932837000660378486e+06,2.235806110362795351e+01
1.606392004135000000e+12,5.665902980593506945e+05,5.932836800761615857e+06,1.852291465077911425e+01
1.606392005165000000e+12,5.665890103898361558e+05,5.932838242204907350e+06,2.179118737138400164e+01
1.606392006205000000e+12,5.665847248736983165e+05,5.932836953422239982e+06,1.681458924541061251e+01
1.606392007215000000e+12,5.665864064372733701e+05,5.932841281360100955e+06,2.269303174929596167e+01
1.606392008245000000e+12,5.665831903905156069e+05,5.932841521476573311e+06,2.375870173648396388e+01
1.606392009285000000e+12,5.665799057631902397e+05,5.932835716144414619e+06,1.955530528090644893e+01
1.606392010285000000e+12,5.665800967102862196e+05,5.932839984515890479e+06,2.343749246640600603e+01
1.606392010775000000e+12,5.665777429176609730e+05,5.932834777169059962e+06,1.985345670355845371e+01
1.606392011775000000e+12,5.665834003959668335e+05,5.932842436867054552e+06,1.771538247767702501e+01
1.606392012795000000e+12,5.665790846997136250e+05,5.932837402253386565e+06,2.062224604226003777e+01
1.606392013905000000e+12,5.665799370141851250e+05,5.932835213296357542e+06,2.129736976686317718e+01
1.606392014945000000e+12,5.665820315019475529e+05,5.932838267914674245e+06,2.099393601896618122e+01
1.606392016035000000e+12,5.665710986810592003e+05,5.932831883643237874e+06,2.457002506772221295e+01
1.606392017105000000e+12,5.665786083034457406e+05,5.932837388967493549e+06,2.376114345353002477e+01
1.606392018125000000e+12,5.665734217007139232e+05,5.932834575397203676e+06,1.558621727699120108e+01
1.606392019115000000e+12,5.665682356550382683e+05,5.932831389254949987e+06,2.314956275105254946e+01
1.606392020235000000e+12,5.665678732272763737e+05,5.932831866193404421e+06,2.170530080750204860e+01
1.606392021265000000e+12,5.665691464902132284e+05,5.932831730327349156e+06,2.351764423340157606e+01
1.606392021825000000e+12,5.665700765928688925e+05,5.932832324964545667e+06,2.192777465331287345e+01
1.606392022905000000e+12,5.665723354023090797e+05,5.932832856855705380e+06,1.683703632244274928e+01
1.606392024015000000e+12,5.665670428755856119e+05,5.932828231540329754e+06,2.074290420948549851e+01
1.606392025095000000e+12,5.665668058850024827e+05,5.932828417701799423e+06,1.944222370725391613e+01
1.606392026135000000e+12,5.665720084866803372e+05,5.932830412105293944e+06,2.274231016790341542e+01
1.606392027215000000e+12,5.665709315314370906e+05,5.932830925711697899e+06,2.092762487376363367e+01
1.606392027775000000e+12,5.665708613265878521e+05,5.932832544540679082e+06,1.904776989425104716e+01
1.606392028865000000e+12,5.665714512793601025e+05,5.932832374455381185e+06,1.715209851991203038e+01
1.606392029925000000e+12,5.665702290919751395e+05,5.932830227235926315e+06,1.622014532338756965e+01
1.606392030985000000e+12,5.665737295816657133e+05,5.932833216160830110e+06,2.144836942998804474e+01
1.606392032335000000e+12,5.665721448342265794e+05,5.932831512422905304e+06,2.045085254671149144e+01
