1.615958230958000000e+12 1.018054659405940583e+03
1.615958230968000000e+12 1.018051953465346514e+03
1.615958230978000000e+12 1.018049247524752445e+03
1.615958230988000000e+12 1.018046541584158376e+03
1.615958230998000000e+12 1.018043835643564421e+03
1.615958231008000000e+12 1.018041129702970352e+03
1.615958231018000000e+12 1.018038423762376283e+03
1.615958231028000000e+12 1.018035717821782214e+03
1.615958231038000000e+12 1.018033011881188145e+03
1.615958231048000000e+12 1.018030305940594076e+03
1.615958231058000000e+12 1.018027600000000007e+03
1.615958231068000000e+12 1.018026500000000055e+03
1.615958231078000000e+12 1.018025399999999991e+03
1.615958231088000000e+12 1.018024300000000039e+03
1.615958231098000000e+12 1.018023199999999974e+03
1.615958231108000000e+12 1.018022100000000023e+03
1.615958231118000000e+12 1.018021000000000072e+03
1.615958231128000000e+12 1.018019900000000007e+03
1.615958231138000000e+12 1.018018800000000056e+03
1.615958231148000000e+12 1.018017699999999991e+03
1.615958231158000000e+12 1.018016600000000039e+03
1.615958231168000000e+12 1.018016795000000002e+03
1.615958231178000000e+12 1.018016990000000078e+03
1.615958231188000000e+12 1.018017185000000040e+03
1.615958231198000000e+12 1.018017380000000003e+03
1.615958231208000000e+12 1.018017575000000079e+03
1.615958231218000000e+12 1.018017770000000041e+03
1.615958231228000000e+12 1.018017965000000004e+03
1.615958231238000000e+12 1.018018159999999966e+03
1.615958231248000000e+12 1.018018355000000042e+03
1.615958231258000000e+12 1.018018550000000005e+03
1.615958231268000000e+12 1.018016840999999999e+03
1.615958231278000000e+12 1.018015131999999994e+03
1.615958231288000000e+12 1.018013422999999989e+03
1.615958231298000000e+12 1.018011713999999984e+03
1.615958231308000000e+12 1.018010004999999978e+03
1.615958231318000000e+12 1.018008295999999973e+03
1.615958231328000000e+12 1.018006586999999968e+03
1.615958231338000000e+12 1.018004877999999962e+03
1.615958231348000000e+12 1.018003168999999957e+03
1.615958231358000000e+12 1.018001459999999952e+03
1.615958231368000000e+12 1.018002339000000006e+03
1.615958231378000000e+12 1.018003217999999947e+03
1.615958231388000000e+12 1.018004097000000002e+03
1.615958231398000000e+12 1.018004975999999942e+03
1.615958231408000000e+12 1.018005854999999997e+03
1.615958231418000000e+12 1.018006734000000051e+03
1.615958231428000000e+12 1.018007612999999992e+03
1.615958231438000000e+12 1.018008492000000047e+03
1.615958231448000000e+12 1.018009370999999987e+03
1.615958231458000000e+12 1.018010250000000042e+03
1.615958231468000000e+12 1.018011691000000042e+03
1.615958231478000000e+12 1.018013132000000041e+03
1.615958231488000000e+12 1.018014573000000041e+03
1.615958231498000000e+12 1.018016014000000041e+03
1.615958231508000000e+12 1.018017455000000041e+03
