1.606391908305000000e+12 3.839999999999999858e+00 -2.501999899999999855e+01 -2.280000000000000071e+01
1.606391908315000000e+12 4.019999999999999574e+00 -2.466000000000000014e+01 -2.273999999999999844e+01
1.606391908325000000e+12 4.200000000000000178e+00 -2.526000000000000156e+01 -2.226000000000000156e+01
1.606391908335000000e+12 4.559999999999999609e+00 -2.526000000000000156e+01 -2.189999999999999858e+01
1.606391908345000000e+12 4.440000000000000391e+00 -2.555999999999999872e+01 -2.183999999999999986e+01
1.606391908355000000e+12 4.200000000000000178e+00 -2.592000000000000171e+01 -2.201999999999999957e+01
1.606391908365000000e+12 3.659999800000000025e+00 -2.561999899999999997e+01 -2.232000000000000028e+01
1.606391908375000000e+12 3.479999999999999982e+00 -2.621999999999999886e+01 -2.255999999999999872e+01
1.606391908385000000e+12 3.000000000000000000e+00 -2.585999899999999840e+01 -2.219999899999999826e+01
1.606391908395000000e+12 2.759999999999999787e+00 -2.543999900000000025e+01 -2.177999900000000011e+01
1.606391908405000000e+12 2.879999900000000057e+00 -2.543999900000000025e+01 -2.214000000000000057e+01
1.606391908415000000e+12 3.000000000000000000e+00 -2.442000000000000171e+01 -2.219999899999999826e+01
1.606391908425000000e+12 3.479999999999999982e+00 -2.460000000000000142e+01 -2.226000000000000156e+01
1.606391908435000000e+12 3.299999999999999822e+00 -2.496000000000000085e+01 -2.226000000000000156e+01
1.606391908445000000e+12 3.359999999999999876e+00 -2.471999999999999886e+01 -2.201999999999999957e+01
1.606391908455000000e+12 3.600000000000000089e+00 -2.489999999999999858e+01 -2.214000000000000057e+01
1.606391908465000000e+12 3.654545272727272920e+00 -2.495454545454545681e+01 -2.224909090909090992e+01
1.606391908475000000e+12 4.139999999999999680e+00 -2.483999999999999986e+01 -2.237999999999999901e+01
1.606391908485000000e+12 4.259999800000000114e+00 -2.514000000000000057e+01 -2.183999999999999986e+01
1.606391908495000000e+12 3.959999799999999848e+00 -2.585999899999999840e+01 -2.189999999999999858e+01
1.606391908505000000e+12 3.839999999999999858e+00 -2.592000000000000171e+01 -2.189999999999999858e+01
1.606391908515000000e+12 3.299999999999999822e+00 -2.543999900000000025e+01 -2.219999899999999826e+01
1.606391908525000000e+12 3.120000000000000107e+00 -2.567999999999999972e+01 -2.273999999999999844e+01
1.606391908535000000e+12 2.879999900000000057e+00 -2.519999899999999826e+01 -2.250000000000000000e+01
1.606391908545000000e+12 2.879999900000000057e+00 -2.477999900000000011e+01 -2.285999899999999840e+01
1.606391908555000000e+12 3.060000000000000053e+00 -2.507999999999999829e+01 -2.250000000000000000e+01
1.606391908565000000e+12 2.939999799999999830e+00 -2.466000000000000014e+01 -2.237999999999999901e+01
1.606391908575000000e+12 3.419999799999999812e+00 -2.453999900000000167e+01 -2.226000000000000156e+01
1.606391908585000000e+12 3.540000000000000036e+00 -2.435999899999999840e+01 -2.148000000000000043e+01
1.606391908595000000e+12 3.779999999999999805e+00 -2.460000000000000142e+01 -2.153999900000000167e+01
1.606391908605000000e+12 3.720000000000000195e+00 -2.483999999999999986e+01 -2.142000000000000171e+01
1.606391908615000000e+12 3.774545454545454426e+00 -2.494909090909090921e+01 -2.169272727272727153e+01
1.606391908625000000e+12 4.019999999999999574e+00 -2.532000000000000028e+01 -2.226000000000000156e+01
1.606391908635000000e+12 4.139999999999999680e+00 -2.550000000000000000e+01 -2.250000000000000000e+01
1.606391908645000000e+12 4.740000000000000213e+00 -2.567999999999999972e+01 -2.261999899999999997e+01
1.606391908655000000e+12 4.620000000000000107e+00 -2.592000000000000171e+01 -2.261999899999999997e+01
1.606391908665000000e+12 4.319999700000000331e+00 -2.598000000000000043e+01 -2.280000000000000071e+01
1.606391908675000000e+12 4.200000000000000178e+00 -2.561999899999999997e+01 -2.292000000000000171e+01
1.606391908685000000e+12 4.019999999999999574e+00 -2.507999999999999829e+01 -2.273999999999999844e+01
1.606391908695000000e+12 3.839999999999999858e+00 -2.526000000000000156e+01 -2.243999900000000025e+01
1.606391908705000000e+12 3.779999999999999805e+00 -2.514000000000000057e+01 -2.196000000000000085e+01
1.606391908715000000e+12 4.139999999999999680e+00 -2.507999999999999829e+01 -2.160000000000000142e+01
1.606391908725000000e+12 3.899999900000000075e+00 -2.507999999999999829e+01 -2.183999999999999986e+01
1.606391908735000000e+12 3.899999900000000075e+00 -2.483999999999999986e+01 -2.189999999999999858e+01
1.606391908745000000e+12 3.899999900000000075e+00 -2.514000000000000057e+01 -2.226000000000000156e+01
1.606391908755000000e+12 3.839999999999999858e+00 -2.496000000000000085e+01 -2.214000000000000057e+01
1.606391908765000000e+12 3.959999799999999848e+00 -2.519999899999999826e+01 -2.214000000000000057e+01
1.606391908775000000e+12 4.080000000000000071e+00 -2.489999999999999858e+01 -2.207999999999999829e+01
1.606391908785000000e+12 4.139999999999999680e+00 -2.430000000000000071e+01 -2.183999999999999986e+01
1.606391908795000000e+12 3.779999999999999805e+00 -2.430000000000000071e+01 -2.201999999999999957e+01
1.606391908805000000e+12 3.899999900000000075e+00 -2.393999900000000025e+01 -2.237999999999999901e+01
1.606391908815000000e+12 4.019999999999999574e+00 -2.423999999999999844e+01 -2.243999900000000025e+01
1.606391908825000000e+12 3.959999799999999848e+00 -2.466000000000000014e+01 -2.273999999999999844e+01
1.606391908835000000e+12 4.232727072727272777e+00 -2.460545454545454547e+01 -2.290363636363636601e+01
1.606391908845000000e+12 4.200000000000000178e+00 -2.460000000000000142e+01 -2.219999899999999826e+01
1.606391908855000000e+12 4.019999999999999574e+00 -2.448000000000000043e+01 -2.160000000000000142e+01
1.606391908865000000e+12 3.959999799999999848e+00 -2.435999899999999840e+01 -2.123999999999999844e+01
1.606391908875000000e+12 3.659999800000000025e+00 -2.411999899999999997e+01 -2.117999999999999972e+01
1.606391908885000000e+12 3.240000000000000213e+00 -2.400000000000000000e+01 -2.153999900000000167e+01
1.606391908895000000e+12 3.299999999999999822e+00 -2.405999999999999872e+01 -2.255999999999999872e+01
1.606391908905000000e+12 3.540000000000000036e+00 -2.417999999999999972e+01 -2.250000000000000000e+01
1.606391908915000000e+12 3.419999799999999812e+00 -2.435999899999999840e+01 -2.261999899999999997e+01
1.606391908925000000e+12 3.899999900000000075e+00 -2.489999999999999858e+01 -2.273999999999999844e+01
1.606391908935000000e+12 4.139999999999999680e+00 -2.489999999999999858e+01 -2.261999899999999997e+01
1.606391908945000000e+12 4.440000000000000391e+00 -2.496000000000000085e+01 -2.298000000000000043e+01
1.606391908955000000e+12 4.620000000000000107e+00 -2.514000000000000057e+01 -2.261999899999999997e+01
