1.606391908305000000e+12 1.016872653465346502e+03
1.606391908315000000e+12 1.016875069306930641e+03
1.606391908325000000e+12 1.016877485148514779e+03
1.606391908335000000e+12 1.016879900990099031e+03
1.606391908345000000e+12 1.016882316831683170e+03
1.606391908355000000e+12 1.016883511111111147e+03
1.606391908365000000e+12 1.016884400000000028e+03
1.606391908375000000e+12 1.016885288888888908e+03
1.606391908385000000e+12 1.016886177777777789e+03
1.606391908395000000e+12 1.016887066666666669e+03
1.606391908405000000e+12 1.016887955555555550e+03
1.606391908415000000e+12 1.016888844444444430e+03
1.606391908425000000e+12 1.016889733333333311e+03
1.606391908435000000e+12 1.016890622222222305e+03
1.606391908445000000e+12 1.016891511111111186e+03
1.606391908455000000e+12 1.016892600693069312e+03
1.606391908465000000e+12 1.016893712574257506e+03
1.606391908475000000e+12 1.016894824455445587e+03
1.606391908485000000e+12 1.016895936336633667e+03
1.606391908495000000e+12 1.016897048217821748e+03
1.606391908505000000e+12 1.016898160099009942e+03
1.606391908515000000e+12 1.016899271980198023e+03
1.606391908525000000e+12 1.016900383861386103e+03
1.606391908535000000e+12 1.016901495742574298e+03
1.606391908545000000e+12 1.016902607623762378e+03
1.606391908555000000e+12 1.016901775599999951e+03
1.606391908565000000e+12 1.016900457599999982e+03
1.606391908575000000e+12 1.016899139600000012e+03
1.606391908585000000e+12 1.016897821599999929e+03
1.606391908595000000e+12 1.016896503599999960e+03
1.606391908605000000e+12 1.016895185599999991e+03
1.606391908615000000e+12 1.016893867600000021e+03
1.606391908625000000e+12 1.016892549599999938e+03
1.606391908635000000e+12 1.016891231599999969e+03
1.606391908645000000e+12 1.016889913600000000e+03
1.606391908655000000e+12 1.016889689199999907e+03
1.606391908665000000e+12 1.016889738200000011e+03
1.606391908675000000e+12 1.016889787200000001e+03
1.606391908685000000e+12 1.016889836199999991e+03
1.606391908695000000e+12 1.016889885199999981e+03
1.606391908705000000e+12 1.016889934199999971e+03
1.606391908715000000e+12 1.016889983199999961e+03
1.606391908725000000e+12 1.016890032199999951e+03
1.606391908735000000e+12 1.016890081199999941e+03
1.606391908745000000e+12 1.016890130199999930e+03
1.606391908755000000e+12 1.016892011515151466e+03
1.606391908765000000e+12 1.016894350909090917e+03
1.606391908775000000e+12 1.016896690303030255e+03
1.606391908785000000e+12 1.016899029696969706e+03
1.606391908795000000e+12 1.016901369090909157e+03
1.606391908805000000e+12 1.016903708484848494e+03
1.606391908815000000e+12 1.016906047878787945e+03
1.606391908825000000e+12 1.016908387272727282e+03
1.606391908835000000e+12 1.016910726666666733e+03
1.606391908845000000e+12 1.016913066060606070e+03
1.606391908855000000e+12 1.016911896000000070e+03
1.606391908865000000e+12 1.016910336000000029e+03
1.606391908875000000e+12 1.016908775999999989e+03
1.606391908885000000e+12 1.016907216000000062e+03
1.606391908895000000e+12 1.016905656000000022e+03
1.606391908905000000e+12 1.016904095999999981e+03
1.606391908915000000e+12 1.016902536000000055e+03
1.606391908925000000e+12 1.016900976000000014e+03
1.606391908935000000e+12 1.016899415999999974e+03
